date4,m_healthc
2022-08-31,209.2983902990818
2022-09-01,211.3789738714695
2022-09-02,208.57923486828804
2022-09-06,208.4694052040577
2022-09-07,213.69581654667854
2022-09-08,219.24058255553246
2022-09-09,221.6776918619871
2022-09-12,223.05311834812164
2022-09-13,214.348039239645
2022-09-14,213.1175547093153
2022-09-15,213.70662862062454
2022-09-16,211.19556106626987
2022-09-19,210.74588312208652
2022-09-20,207.34864285588264
2022-09-21,203.8159455358982
2022-09-22,202.1839800477028
2022-09-23,201.2059737443924
2022-09-26,198.8623473495245
2022-09-27,197.9113955050707
2022-09-28,203.08165869116783
2022-09-29,201.03506150841713
2022-09-30,198.8397732526064
2022-10-03,204.96463665366173
2022-10-04,210.82061068713665
2022-10-05,211.9622761309147
2022-10-06,209.63294905424118
2022-10-07,204.3906107544899
2022-10-10,201.79394958913326
2022-10-11,201.91020932793617
2022-10-12,200.4298159778118
2022-10-13,205.31860722601414
2022-10-14,202.57803735136986
2022-10-17,207.08652411401272
2022-10-18,208.6777437478304
2022-10-19,204.98483195900917
2022-10-20,203.15940509736538
2022-10-21,207.17503607273102
2022-10-24,211.07751317322254
2022-10-25,215.2973351329565
2022-10-26,218.32049949467182
2022-10-27,215.19265016913414
2022-10-28,218.22088319063187
2022-10-31,218.15478701889515
2022-11-01,218.96481081843376
2022-11-02,214.12358593940735
2022-11-03,212.8629608154297
2022-11-04,215.8359526693821
2022-11-07,217.72977735102177
2022-11-08,218.9913548529148
2022-11-09,216.83360381424427
2022-11-10,226.39531289041042
2022-11-11,226.31453551352024
2022-11-14,224.395368501544
2022-11-15,224.31233111023903
2022-11-16,223.11269699037075
2022-11-17,221.1141842454672
2022-11-18,223.4049698114395
2022-11-21,223.33619774878025
2022-11-22,226.15979397296906
2022-11-23,226.98717941343784
2022-11-25,228.15706062316895
2022-11-28,225.71381716430187
2022-11-29,225.0021661669016
2022-11-30,231.58070275187492
2022-12-01,233.29175831377506
2022-12-02,233.3439368903637
2022-12-05,229.60833090543747
2022-12-06,227.95982332527637
2022-12-07,230.09880582988262
2022-12-08,232.17284628748894
2022-12-09,228.8837094604969
2022-12-12,231.10511431097984
2022-12-13,233.35395675897598
2022-12-14,232.42743867635727
2022-12-15,225.0903640453632
2022-12-16,222.39244481600247
2022-12-19,220.79232409550593
2022-12-20,221.31126035543588
2022-12-21,225.08346996307372
2022-12-22,224.53461974217342
2022-12-23,224.37009515028734
2022-12-27,223.75436350015494
2022-12-28,222.05062241187463
2022-12-29,225.64280440990743
2022-12-30,224.37189373603235
2023-01-03,223.70844637063834
2023-01-04,225.59024410247804
2023-01-05,223.46680267040546
2023-01-06,224.37337762392485
2023-01-09,222.7360687989455
2023-01-10,226.53642036731426
2023-01-11,229.25548596015344
2023-01-12,228.06986000354473
2023-01-13,229.79565554398758
2023-01-17,229.4162514466506
2023-01-18,227.31352191338172
2023-01-19,227.0715828528771
2023-01-20,229.93476828061617
2023-01-23,231.8763627419105
2023-01-24,229.2708206323477
2023-01-25,229.3597851386437
2023-01-26,230.82320811931905
2023-01-27,230.01052987025335
2023-01-30,227.59521214411808
2023-01-31,230.9487852389996
2023-02-01,233.27511755136342
2023-02-02,234.64455651503343
2023-02-03,232.77318933927097
2023-02-06,230.71173666440524
2023-02-07,232.61732258429893
2023-02-08,230.94127311706544
2023-02-09,227.99358882904053
2023-02-10,228.9976688825167
2023-02-13,231.83859073932354
2023-02-14,230.78710249387302
2023-02-15,230.9921702018151
2023-02-16,229.21227522629957
2023-02-17,229.9887414932251
2023-02-21,225.19773911696214
2023-02-22,224.5008465546828
2023-02-23,225.70725970635047
2023-02-24,222.41924824347862
2023-02-27,222.04061299837554
2023-02-28,220.95642775022066
2023-03-01,220.54685167165903
2023-03-02,223.31364198831412
2023-03-03,226.99407488015981
2023-03-06,225.86085159595197
2023-03-07,221.84335620586688
2023-03-08,221.13013318868784
2023-03-09,219.02408482478216
2023-03-10,215.77124265524057
2023-03-13,218.25634768559382
2023-03-14,221.08929707453802
2023-03-15,219.06971162649302
2023-03-16,222.25550501896785
2023-03-17,219.5709912813627
2023-03-20,222.03597416510948
2023-03-21,224.83202313643235
2023-03-22,220.48689198127158
2023-03-23,220.26412660158599
2023-03-24,223.32029294234056
2023-03-27,224.65826680110052
2023-03-28,223.46665439605712
2023-03-29,224.5650924535898
2023-03-30,225.8711596268874
2023-03-31,229.0895318398109
2023-04-03,230.00094645573543
2023-04-04,229.73857091756966
2023-04-05,231.94136773622952
2023-04-06,231.8754093463604
2023-04-10,232.51466915424052
2023-04-11,233.75897802206185
2023-04-12,233.662442779541
2023-04-13,237.38737819378193
2023-04-14,235.3781412124634
2023-04-17,235.560477579557
2023-04-18,234.42511561467097
2023-04-19,235.12414075411283
2023-04-20,232.54543933868408
2023-04-21,234.485297701909
2023-04-24,236.13491564530594
2023-04-25,230.31954882695123
2023-04-26,228.40387023045466
2023-04-27,229.8776481481699
2023-04-28,233.06910460545467
2023-05-01,234.13523139953614
2023-05-02,231.86904534559983
2023-05-03,231.98096857804518
2023-05-04,229.40871482262244
2023-05-05,230.12298325758715
2023-05-08,228.46033903268668
2023-05-09,226.60632669008695
2023-05-10,227.25412480280949
2023-05-11,226.52221045860878
2023-05-12,226.8761599320632
2023-05-15,227.0168091553908
2023-05-16,225.11228416149433
2023-05-17,225.3674683350783
2023-05-18,225.39718415186957
2023-05-19,226.0248291162344
2023-05-22,226.6097148014949
2023-05-23,222.57749862670897
2023-05-24,220.35695840395414
2023-05-25,218.3642152786255
2023-05-26,218.8822868200449
2023-05-30,217.17613026545598
2023-05-31,218.21023104741022
2023-06-01,220.5249133183406
2023-06-02,222.81895212026743
2023-06-05,223.75453309279223
2023-06-06,222.14470549363355
2023-06-07,221.2638934648954
2023-06-08,221.49167477534368
2023-06-09,221.44193157782922
2023-06-12,224.0591718820425
2023-06-13,225.45099133711594
2023-06-14,223.32248714153585
2023-06-15,227.33800399486836
2023-06-16,226.88658938774697
2023-06-20,225.679881976201
2023-06-21,225.9972978885357
2023-06-22,226.91586134983942
2023-06-23,226.15475405179538
2023-06-26,225.66591664827786
2023-06-27,224.710654097337
2023-06-28,224.59443630805382
2023-06-29,226.84236414982723
2023-06-30,229.17902500446027
2023-07-03,227.1804562642024
2023-07-05,226.85629342886116
2023-07-06,225.09511064382698
2023-07-07,223.2522319646982
2023-07-10,226.33829102149377
2023-07-11,226.6697783250075
2023-07-12,227.37511376601
2023-07-13,227.95763906332164
2023-07-14,230.2167383634127
2023-07-17,229.7464639516977
2023-07-18,230.33822100712703
2023-07-19,231.6102011167086
2023-07-20,232.9760473544781
2023-07-21,235.1882637317364
2023-07-24,234.43364227001484
2023-07-25,234.19679539020245
2023-07-26,233.8941545339731
2023-07-27,232.33200167142428
2023-07-28,232.6349231133094
2023-07-31,230.64368968376746
2023-08-01,229.81753914172833
2023-08-02,230.21646062410795
2023-08-03,229.11184511918287
2023-08-04,228.02430780850923
